company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,adjusted_scheduled_time,was_negative
UA,2243,15-08-2025,ORD,RIC,2025-08-15T18:20:00Z,2025-08-15T21:30:00Z,2025-08-15T18:33:00Z,2025-08-15T21:38:00Z,150,A320-200,Mainline,86,46,46,86,False
OO,5353,04-08-2025,ORD,GRR,2025-08-04T09:05:00Z,2025-08-04T11:17:00Z,2025-08-04T08:54:00Z,2025-08-04T11:06:00Z,50,CRJ-550,Express,92,83,29,92,False
OO,5292,07-08-2025,ORD,MTY,2025-08-07T08:45:00Z,2025-08-07T11:41:00Z,2025-08-07T08:38:00Z,2025-08-07T11:27:00Z,76,ERJ-175,Express,3630,3585,42,3630,False
UA,1239,02-08-2025,ORD,ROC,2025-08-02T14:07:00Z,2025-08-02T16:55:00Z,2025-08-02T14:05:00Z,2025-08-02T16:42:00Z,150,A320-200,Mainline,113,130,46,113,False
UA,1599,03-08-2025,ORD,DEN,2025-08-03T08:45:00Z,2025-08-03T10:35:00Z,2025-08-03T08:45:00Z,2025-08-03T10:33:00Z,364,B777-2HD,Mainline,186,203,93,186,False
OO,5795,14-08-2025,ORD,TUL,2025-08-14T09:00:00Z,2025-08-14T11:12:00Z,2025-08-14T08:52:00Z,2025-08-14T10:52:00Z,76,ERJ-175,Express,55,48,34,55,False
G7,4476,11-08-2025,ORD,CAE,2025-08-11T13:55:00Z,2025-08-11T17:00:00Z,2025-08-11T14:28:00Z,2025-08-11T17:43:00Z,50,CRJ-550,Express,101,156,29,101,False
OO,5337,12-08-2025,ORD,ROA,2025-08-12T14:00:00Z,2025-08-12T17:00:00Z,2025-08-12T18:21:00Z,2025-08-12T22:15:00Z,76,ERJ-175,Express,55,326,34,55,False
OO,5020,12-08-2025,ORD,FOD,2025-08-12T12:30:00Z,2025-08-12T14:03:00Z,2025-08-12T12:23:00Z,2025-08-12T13:31:00Z,50,CRJ-200,Express,40,64,29,40,False
UA,1041,06-08-2025,ORD,GRR,2025-08-06T15:35:00Z,2025-08-06T17:41:00Z,2025-08-06T15:37:00Z,2025-08-06T17:24:00Z,126,B737-700,Mainline,57,75,43,57,False
G7,4563,08-08-2025,ORD,FSD,2025-08-08T12:45:00Z,2025-08-08T14:35:00Z,2025-08-08T12:40:00Z,2025-08-08T14:12:00Z,50,CRJ-550,Express,74,82,29,74,False
UA,468,05-08-2025,ORD,IAH,2025-08-05T06:00:00Z,2025-08-05T08:48:00Z,2025-08-05T06:01:00Z,2025-08-05T08:26:00Z,179,B737-MAX9,Mainline,78,103,62,78,False
UA,2148,05-08-2025,ORD,SAT,2025-08-05T19:40:00Z,2025-08-05T22:38:00Z,2025-08-05T19:42:00Z,2025-08-05T22:15:00Z,150,A320-200,Mainline,60,63,46,60,False
UA,1492,10-08-2025,ORD,CMH,2025-08-10T21:20:00Z,2025-08-10T23:48:00Z,2025-08-10T21:47:00Z,2025-08-11T00:05:00Z,166,B737-800,Mainline,80,66,51,80,False
OO,5490,09-08-2025,ORD,YYZ,2025-08-09T07:04:00Z,2025-08-09T09:58:00Z,2025-08-09T07:30:00Z,2025-08-09T10:05:00Z,70,ERJ-175,Express,639,674,42,639,False
OO,5395,11-08-2025,ORD,GSO,2025-08-11T13:44:00Z,2025-08-11T16:51:00Z,2025-08-11T13:45:00Z,2025-08-11T16:35:00Z,70,ERJ-175,Express,116,129,34,116,False
OO,5398,04-08-2025,ORD,IND,2025-08-04T10:55:00Z,2025-08-04T13:07:00Z,2025-08-04T10:54:00Z,2025-08-04T13:00:00Z,76,ERJ-175,Express,84,93,39,84,False
OO,4748,03-08-2025,ORD,ATW,2025-08-03T20:20:00Z,2025-08-03T21:35:00Z,2025-08-03T20:27:00Z,2025-08-03T21:36:00Z,50,CRJ-550,Express,89,90,29,89,False
UA,1658,12-08-2025,ORD,EWR,2025-08-12T06:00:00Z,2025-08-12T09:13:00Z,2025-08-12T06:08:00Z,2025-08-12T09:08:00Z,179,B737-900,Mainline,504,537,56,504,False
OO,5353,11-08-2025,ORD,GRR,2025-08-11T09:05:00Z,2025-08-11T11:17:00Z,2025-08-11T08:58:00Z,2025-08-11T11:13:00Z,50,CRJ-550,Express,768,563,29,768,False
G7,4474,15-08-2025,ORD,AVL,2025-08-15T07:25:00Z,2025-08-15T10:21:00Z,2025-08-15T10:38:00Z,2025-08-15T13:26:00Z,50,CRJ-550,Express,48,272,29,48,False
UA,1077,06-08-2025,ORD,DCA,2025-08-06T06:00:00Z,2025-08-06T08:57:00Z,2025-08-06T05:49:00Z,2025-08-06T08:37:00Z,166,B737-800,Mainline,531,505,51,531,False
UA,1612,13-08-2025,ORD,MEM,2025-08-13T20:00:00Z,2025-08-13T22:00:00Z,2025-08-13T19:53:00Z,2025-08-13T21:39:00Z,126,B737-700,Mainline,105,84,43,105,False
OO,5272,01-08-2025,ORD,MSN,2025-08-01T10:35:00Z,2025-08-01T11:43:00Z,2025-08-01T12:45:00Z,2025-08-01T14:01:00Z,50,CRJ-550,Express,-83,69,29,69.0,True
OO,5841,01-08-2025,ORD,MEM,2025-08-01T12:45:00Z,2025-08-01T14:44:00Z,2025-08-01T12:44:00Z,2025-08-01T14:27:00Z,70,ERJ-175,Express,171,183,34,171,False
OO,4636,01-08-2025,ORD,SBN,2025-08-01T17:50:00Z,2025-08-01T19:48:00Z,2025-08-01T18:11:00Z,2025-08-01T20:23:00Z,50,CRJ-550,Express,51,25,29,51,False
UA,1077,08-08-2025,ORD,DCA,2025-08-08T06:00:00Z,2025-08-08T08:57:00Z,2025-08-08T05:54:00Z,2025-08-08T08:42:00Z,166,B737-800,Mainline,370,333,51,370,False
UA,1580,05-08-2025,ORD,YVR,2025-08-05T19:35:00Z,2025-08-05T22:18:00Z,2025-08-05T19:44:00Z,2025-08-05T22:30:00Z,166,B737-800,Mainline,90,84,65,90,False
OO,5253,02-08-2025,ORD,FCA,2025-08-02T19:42:00Z,2025-08-02T22:48:00Z,2025-08-02T21:21:00Z,2025-08-02T23:55:00Z,76,ERJ-175,Express,75,32,34,75,False
UA,2628,11-08-2025,ORD,BNA,2025-08-11T21:30:00Z,2025-08-11T23:20:00Z,2025-08-11T21:29:00Z,2025-08-11T23:58:00Z,179,B737-900,Mainline,157,165,56,157,False
UA,764,14-08-2025,ORD,YYC,2025-08-14T08:45:00Z,2025-08-14T11:38:00Z,2025-08-14T08:44:00Z,2025-08-14T11:29:00Z,126,B737-700,Mainline,1396,1396,52,1396,False
OO,5108,08-08-2025,ORD,SLN,2025-08-08T16:45:00Z,2025-08-08T18:50:00Z,2025-08-08T16:43:00Z,2025-08-08T18:33:00Z,50,CRJ-200,Express,1960,1949,29,1960,False
G7,4546,15-08-2025,ORD,AVP,2025-08-15T18:35:00Z,2025-08-15T21:43:00Z,2025-08-15T18:28:00Z,2025-08-15T21:31:00Z,50,CRJ-550,Express,95,66,29,95,False
OO,5382,03-08-2025,ORD,FWA,2025-08-03T15:35:00Z,2025-08-03T17:47:00Z,2025-08-03T15:31:00Z,2025-08-03T17:25:00Z,50,CRJ-200,Express,79,79,29,79,False
OO,5646,13-08-2025,ORD,ATW,2025-08-13T13:59:00Z,2025-08-13T15:10:00Z,2025-08-13T13:53:00Z,2025-08-13T14:55:00Z,50,CRJ-200,Express,131,136,29,131,False
OO,5344,06-08-2025,ORD,MBS,2025-08-06T11:05:00Z,2025-08-06T13:22:00Z,2025-08-06T11:00:00Z,2025-08-06T13:20:00Z,50,CRJ-200,Express,106,103,29,106,False
UA,1779,08-08-2025,ORD,BOS,2025-08-08T21:32:00Z,2025-08-09T00:59:00Z,2025-08-08T21:28:00Z,2025-08-09T01:00:00Z,179,B737-900,Mainline,69,54,56,69,False
G7,4491,11-08-2025,ORD,CAE,2025-08-11T18:30:00Z,2025-08-11T21:45:00Z,2025-08-11T18:22:00Z,2025-08-11T21:30:00Z,50,CRJ-550,Express,80,74,29,80,False
UA,2369,06-08-2025,ORD,AUS,2025-08-06T08:50:00Z,2025-08-06T11:44:00Z,2025-08-06T08:46:00Z,2025-08-06T11:40:00Z,179,B737-900,Mainline,62,67,56,62,False
G7,4426,13-08-2025,ORD,BUF,2025-08-13T10:35:00Z,2025-08-13T13:21:00Z,2025-08-13T10:31:00Z,2025-08-13T13:03:00Z,50,CRJ-550,Express,47,53,29,47,False
UA,1030,11-08-2025,ORD,ABQ,2025-08-11T19:35:00Z,2025-08-11T21:50:00Z,2025-08-11T19:49:00Z,2025-08-11T21:42:00Z,126,A319-100,Mainline,79,80,43,79,False
UA,1848,14-08-2025,ORD,ATL,2025-08-14T10:35:00Z,2025-08-14T13:42:00Z,2025-08-14T10:34:00Z,2025-08-14T13:25:00Z,126,B737-700,Mainline,65,76,43,65,False
UA,587,14-08-2025,ORD,YUL,2025-08-14T14:07:00Z,2025-08-14T17:26:00Z,2025-08-14T14:26:00Z,2025-08-14T17:34:00Z,166,B737-MAX8,Mainline,73,87,65,73,False
UA,1100,07-08-2025,ORD,PDX,2025-08-07T07:10:00Z,2025-08-07T09:42:00Z,2025-08-07T07:30:00Z,2025-08-07T09:45:00Z,200,A321-2NX,Mainline,112,64,68,112,False
OO,5314,10-08-2025,ORD,LNK,2025-08-10T19:40:00Z,2025-08-10T21:36:00Z,2025-08-10T20:28:00Z,2025-08-10T22:38:00Z,50,CRJ-550,Express,49,30,29,49,False
G7,4390,15-08-2025,ORD,CHA,2025-08-15T14:09:00Z,2025-08-15T16:55:00Z,2025-08-15T15:37:00Z,2025-08-15T18:18:00Z,50,CRJ-550,Express,54,27,29,54,False
YX,3409,04-08-2025,ORD,YOW,2025-08-04T13:56:00Z,2025-08-04T17:06:00Z,2025-08-04T14:03:00Z,2025-08-04T17:32:00Z,76,ERJ-175,Express,50,67,42,50,False
UA,1778,02-08-2025,ORD,OMA,2025-08-02T08:50:00Z,2025-08-02T10:32:00Z,2025-08-02T08:50:00Z,2025-08-02T10:31:00Z,126,A319-100,Mainline,51,52,51,51,False
OO,5099,04-08-2025,ORD,CIU,2025-08-04T12:40:00Z,2025-08-04T15:09:00Z,2025-08-04T13:09:00Z,2025-08-04T15:32:00Z,50,CRJ-200,Express,70,113,29,70,False
UA,2323,04-08-2025,ORD,MCO,2025-08-04T09:15:00Z,2025-08-04T13:10:00Z,2025-08-04T09:10:00Z,2025-08-04T13:04:00Z,200,A321-2NX,Mainline,86,79,62,86,False
UA,265,10-08-2025,ORD,YYZ,2025-08-10T17:55:00Z,2025-08-10T20:44:00Z,2025-08-10T18:08:00Z,2025-08-10T20:45:00Z,126,A319-100,Mainline,68,59,52,68,False
UA,1044,11-08-2025,ORD,LAX,2025-08-11T09:05:00Z,2025-08-11T11:40:00Z,2025-08-11T09:12:00Z,2025-08-11T11:34:00Z,234,B757-300,Mainline,486,380,66,486,False
UA,1044,12-08-2025,ORD,LAX,2025-08-12T09:05:00Z,2025-08-12T11:40:00Z,2025-08-12T09:00:00Z,2025-08-12T11:18:00Z,234,B757-300,Mainline,486,473,66,486,False
G7,4552,09-08-2025,ORD,DAY,2025-08-09T21:30:00Z,2025-08-09T23:58:00Z,2025-08-09T21:36:00Z,2025-08-09T23:44:00Z,50,CRJ-550,Express,72,72,29,72,False
G7,4474,04-08-2025,ORD,AVL,2025-08-04T07:25:00Z,2025-08-04T10:21:00Z,2025-08-04T07:22:00Z,2025-08-04T10:33:00Z,50,CRJ-550,Express,48,72,29,48,False
UA,1297,09-08-2025,ORD,DFW,2025-08-09T08:45:00Z,2025-08-09T11:24:00Z,2025-08-09T08:45:00Z,2025-08-09T11:12:00Z,150,A320-200,Mainline,67,65,46,67,False
UA,2106,15-08-2025,ORD,SFO,2025-08-15T21:40:00Z,2025-08-16T00:30:00Z,2025-08-15T21:41:00Z,2025-08-16T00:25:00Z,200,A321-2NX,Mainline,80,85,62,80,False
UA,2011,07-08-2025,ORD,YVR,2025-08-07T08:48:00Z,2025-08-07T11:33:00Z,2025-08-07T08:46:00Z,2025-08-07T11:15:00Z,150,A320-200,Mainline,67,72,60,67,False
UA,1834,06-08-2025,ORD,TPA,2025-08-06T11:12:00Z,2025-08-06T15:02:00Z,2025-08-06T12:35:00Z,2025-08-06T16:19:00Z,179,B737-900,Mainline,33,131,56,33,False
UA,2172,06-08-2025,ORD,FAI,2025-08-06T16:05:00Z,2025-08-06T19:40:00Z,2025-08-06T16:08:00Z,2025-08-06T19:22:00Z,166,B737-MAX8,Mainline,82,106,51,82,False
OO,5930,15-08-2025,ORD,FAR,2025-08-15T13:20:00Z,2025-08-15T15:29:00Z,2025-08-15T13:10:00Z,2025-08-15T15:12:00Z,50,CRJ-200,Express,90,112,29,90,False
OO,5930,13-08-2025,ORD,FAR,2025-08-13T13:20:00Z,2025-08-13T15:26:00Z,2025-08-13T13:34:00Z,2025-08-13T15:34:00Z,70,ERJ-175,Express,34,72,34,34,False
UA,378,11-08-2025,ORD,LAX,2025-08-11T13:55:00Z,2025-08-11T16:26:00Z,2025-08-11T14:00:00Z,2025-08-11T16:07:00Z,179,B737-900,Mainline,73,90,56,73,False
YX,3690,10-08-2025,ORD,IND,2025-08-10T15:35:00Z,2025-08-10T17:48:00Z,2025-08-10T15:30:00Z,2025-08-10T17:35:00Z,70,ERJ-170,Express,52,58,34,52,False
G7,4559,12-08-2025,ORD,SDF,2025-08-12T10:55:00Z,2025-08-12T13:24:00Z,2025-08-12T10:41:00Z,2025-08-12T13:24:00Z,50,CRJ-550,Express,67,65,29,67,False
UA,1594,06-08-2025,ORD,ABQ,2025-08-06T09:20:00Z,2025-08-06T11:32:00Z,2025-08-06T09:18:00Z,2025-08-06T11:12:00Z,126,A319-100,Mainline,95,108,43,95,False
UA,1146,15-08-2025,ORD,MBJ,2025-08-15T08:42:00Z,2025-08-15T12:49:00Z,2025-08-15T08:46:00Z,2025-08-15T12:45:00Z,166,B737-800,Mainline,73,76,65,73,False
UA,2389,12-08-2025,ORD,RSW,2025-08-12T10:57:00Z,2025-08-12T15:02:00Z,2025-08-12T10:54:00Z,2025-08-12T14:47:00Z,179,B737-900,Mainline,138,159,56,138,False
YX,3654,03-08-2025,ORD,STL,2025-08-03T13:11:00Z,2025-08-03T14:37:00Z,2025-08-03T13:04:00Z,2025-08-03T14:30:00Z,76,ERJ-175,Express,60,60,34,60,False
OO,5337,07-08-2025,ORD,ROA,2025-08-07T14:00:00Z,2025-08-07T17:00:00Z,2025-08-07T14:04:00Z,2025-08-07T17:19:00Z,76,ERJ-175,Express,55,85,34,55,False
UA,2430,13-08-2025,ORD,BNA,2025-08-13T14:10:00Z,2025-08-13T15:55:00Z,2025-08-13T14:06:00Z,2025-08-13T15:57:00Z,166,B737-MAX8,Mainline,79,90,51,79,False
UA,445,11-08-2025,ORD,ANC,2025-08-11T15:50:00Z,2025-08-11T19:35:00Z,2025-08-11T15:50:00Z,2025-08-11T19:38:00Z,179,B737-MAX9,Mainline,68,101,56,68,False
UA,293,04-08-2025,ORD,LGA,2025-08-04T11:00:00Z,2025-08-04T14:20:00Z,2025-08-04T10:54:00Z,2025-08-04T14:11:00Z,166,B737-800,Mainline,57,68,51,57,False
UA,1742,06-08-2025,ORD,JAX,2025-08-06T18:26:00Z,2025-08-06T22:00:00Z,2025-08-06T22:55:00Z,2025-08-07T02:22:00Z,166,B737-800,Mainline,81,332,51,81,False
YX,3402,04-08-2025,ORD,YOW,2025-08-04T18:15:00Z,2025-08-04T21:35:00Z,2025-08-04T18:11:00Z,2025-08-04T21:17:00Z,76,ERJ-175,Express,45,62,42,45,False
G7,4194,04-08-2025,ORD,DAY,2025-08-04T14:30:00Z,2025-08-04T16:58:00Z,2025-08-04T15:09:00Z,2025-08-04T17:36:00Z,50,CRJ-550,Express,145,196,29,145,False
UA,1848,13-08-2025,ORD,ATL,2025-08-13T10:35:00Z,2025-08-13T13:42:00Z,2025-08-13T10:29:00Z,2025-08-13T13:27:00Z,126,B737-700,Mainline,65,65,43,65,False
OO,4739,09-08-2025,ORD,GRB,2025-08-09T15:35:00Z,2025-08-09T16:48:00Z,2025-08-09T15:36:00Z,2025-08-09T17:05:00Z,50,CRJ-200,Express,60,55,29,60,False
OO,5729,06-08-2025,ORD,FNT,2025-08-06T11:05:00Z,2025-08-06T13:23:00Z,2025-08-06T10:59:00Z,2025-08-06T13:12:00Z,50,CRJ-200,Express,93,96,29,93,False
G7,4585,07-08-2025,ORD,DAY,2025-08-07T10:55:00Z,2025-08-07T13:18:00Z,2025-08-07T10:48:00Z,2025-08-07T12:48:00Z,50,CRJ-550,Express,63,76,29,63,False
UA,1641,07-08-2025,ORD,IND,2025-08-07T21:30:00Z,2025-08-07T23:43:00Z,2025-08-07T21:36:00Z,2025-08-07T23:41:00Z,126,B737-700,Mainline,78,46,43,78,False
OO,5362,12-08-2025,ORD,MKE,2025-08-12T21:40:00Z,2025-08-12T22:45:00Z,2025-08-12T21:50:00Z,2025-08-12T23:37:00Z,50,CRJ-200,Express,444,36,29,444,False
OO,5118,01-08-2025,ORD,PLN,2025-08-01T12:45:00Z,2025-08-01T15:08:00Z,2025-08-01T12:39:00Z,2025-08-01T15:07:00Z,50,CRJ-200,Express,57,68,29,57,False
OO,5292,15-08-2025,ORD,MTY,2025-08-15T08:45:00Z,2025-08-15T11:41:00Z,2025-08-15T08:54:00Z,2025-08-15T11:25:00Z,76,ERJ-175,Express,1172,1176,42,1172,False
OO,5125,13-08-2025,ORD,CMX,2025-08-13T11:38:00Z,2025-08-13T14:18:00Z,2025-08-13T11:30:00Z,2025-08-13T13:50:00Z,50,CRJ-200,Express,43,61,29,43,False
UA,2147,03-08-2025,ORD,ALB,2025-08-03T18:30:00Z,2025-08-03T21:42:00Z,2025-08-03T19:05:00Z,2025-08-03T22:01:00Z,126,A319-100,Mainline,85,112,43,85,False
UA,1347,11-08-2025,ORD,FLL,2025-08-11T16:20:00Z,2025-08-11T20:34:00Z,2025-08-11T16:15:00Z,2025-08-11T20:23:00Z,179,B737-MAX9,Mainline,96,93,56,96,False
UA,944,04-08-2025,ORD,FRA,2025-08-04T15:10:00Z,2025-08-05T06:30:00Z,2025-08-04T15:28:00Z,2025-08-05T06:15:00Z,318,B787-10,Mainline,1370,1401,155,1370,False
UA,1933,06-08-2025,ORD,LAS,2025-08-06T08:47:00Z,2025-08-06T10:55:00Z,2025-08-06T08:48:00Z,2025-08-06T10:39:00Z,166,B737-800,Mainline,53,60,51,53,False
UA,739,14-08-2025,ORD,BZN,2025-08-14T19:59:00Z,2025-08-14T22:23:00Z,2025-08-14T20:15:00Z,2025-08-14T22:30:00Z,150,A320-200,Mainline,64,72,46,64,False
UA,752,10-08-2025,ORD,DCA,2025-08-10T12:50:00Z,2025-08-10T15:48:00Z,2025-08-10T13:05:00Z,2025-08-10T15:53:00Z,150,A320-200,Mainline,183,174,46,183,False
UA,764,02-08-2025,ORD,YYC,2025-08-02T08:45:00Z,2025-08-02T11:38:00Z,2025-08-02T08:48:00Z,2025-08-02T11:15:00Z,126,B737-700,Mainline,57,76,52,57,False
UA,912,10-08-2025,ORD,KEF,2025-08-10T21:10:00Z,2025-08-11T08:30:00Z,2025-08-10T21:15:00Z,2025-08-11T08:16:00Z,176,B757-200,Mainline,150,160,75,150,False
OO,5124,04-08-2025,ORD,EAU,2025-08-04T21:07:00Z,2025-08-04T22:30:00Z,2025-08-04T21:05:00Z,2025-08-04T22:35:00Z,50,CRJ-200,Express,63,75,29,63,False
OO,5607,09-08-2025,ORD,TUS,2025-08-09T09:20:00Z,2025-08-09T11:26:00Z,2025-08-09T09:32:00Z,2025-08-09T11:35:00Z,70,ERJ-175,Express,101,35,34,101,False
OO,5414,15-08-2025,ORD,MEM,2025-08-15T15:35:00Z,2025-08-15T17:34:00Z,2025-08-15T18:06:00Z,2025-08-15T20:12:00Z,50,CRJ-550,Express,-76,34,29,45.5,True
UA,275,15-08-2025,ORD,RAP,2025-08-15T08:45:00Z,2025-08-15T10:20:00Z,2025-08-15T08:36:00Z,2025-08-15T09:47:00Z,150,A320-200,Mainline,64,54,46,64,False
UA,2182,02-08-2025,ORD,PHL,2025-08-02T11:20:00Z,2025-08-02T14:29:00Z,2025-08-02T11:13:00Z,2025-08-02T14:14:00Z,150,A320-200,Mainline,96,59,46,96,False
UA,1361,08-08-2025,ORD,STL,2025-08-08T21:20:00Z,2025-08-08T22:45:00Z,2025-08-08T22:15:00Z,2025-08-08T23:26:00Z,166,B737-800,Mainline,180,150,114,180,False
G7,4507,02-08-2025,ORD,CHA,2025-08-02T20:14:00Z,2025-08-02T22:59:00Z,2025-08-02T20:17:00Z,2025-08-02T22:50:00Z,50,CRJ-550,Express,79,50,29,79,False
UA,1975,01-08-2025,ORD,ATL,2025-08-01T07:30:00Z,2025-08-01T10:40:00Z,2025-08-01T07:25:00Z,2025-08-01T10:36:00Z,179,B737-MAX9,Mainline,937,959,56,937,False
UA,2243,10-08-2025,ORD,RIC,2025-08-10T18:20:00Z,2025-08-10T21:30:00Z,2025-08-10T18:44:00Z,2025-08-10T22:28:00Z,150,A320-200,Mainline,75,108,46,75,False
G7,4613,08-08-2025,ORD,STL,2025-08-08T09:05:00Z,2025-08-08T10:40:00Z,2025-08-08T09:22:00Z,2025-08-08T10:36:00Z,50,CRJ-550,Express,155,190,29,155,False
UA,1006,01-08-2025,ORD,LGA,2025-08-01T18:00:00Z,2025-08-01T21:20:00Z,2025-08-01T18:11:00Z,2025-08-01T21:22:00Z,166,B737-800,Mainline,64,89,51,64,False
UA,2661,12-08-2025,ORD,LGA,2025-08-12T10:00:00Z,2025-08-12T13:18:00Z,2025-08-12T09:50:00Z,2025-08-12T13:03:00Z,166,B737-800,Mainline,63,81,51,63,False
UA,576,06-08-2025,ORD,LAX,2025-08-06T15:35:00Z,2025-08-06T18:06:00Z,2025-08-06T15:34:00Z,2025-08-06T18:32:00Z,200,A321-2NX,Mainline,72,90,62,72,False
UA,920,11-08-2025,ORD,LHR,2025-08-11T18:05:00Z,2025-08-12T08:20:00Z,2025-08-11T18:06:00Z,2025-08-12T08:16:00Z,167,B767-300,Mainline,235,215,145,235,False
UA,604,03-08-2025,ORD,BNA,2025-08-03T07:10:00Z,2025-08-03T08:54:00Z,2025-08-03T07:10:00Z,2025-08-03T08:58:00Z,150,A320-200,Mainline,1084,1076,46,1084,False
YX,3668,04-08-2025,ORD,IND,2025-08-04T08:45:00Z,2025-08-04T11:04:00Z,2025-08-04T08:42:00Z,2025-08-04T10:40:00Z,76,ERJ-175,Express,50,39,39,50,False
UA,2440,01-08-2025,ORD,LAS,2025-08-01T13:02:00Z,2025-08-01T15:03:00Z,2025-08-01T13:11:00Z,2025-08-01T15:10:00Z,179,B737-MAX9,Mainline,67,56,64,67,False
UA,1413,06-08-2025,ORD,LGA,2025-08-06T08:55:00Z,2025-08-06T12:15:00Z,2025-08-06T08:49:00Z,2025-08-06T12:28:00Z,166,B737-800,Mainline,86,51,51,86,False
UA,1069,15-08-2025,ORD,DCA,2025-08-15T19:40:00Z,2025-08-15T22:42:00Z,2025-08-15T21:48:00Z,2025-08-16T00:45:00Z,126,A319-100,Mainline,-45,65,43,65.0,True
UA,1857,07-08-2025,ORD,MIA,2025-08-07T20:11:00Z,2025-08-07T15:14:00Z,2025-08-07T20:11:00Z,2025-08-07T21:11:00Z,166,B737-800,Mainline,75,101,51,75,False
UA,2628,06-08-2025,ORD,BNA,2025-08-06T21:30:00Z,2025-08-06T23:20:00Z,2025-08-07T00:05:00Z,2025-08-07T01:22:00Z,126,A319-100,Mainline,65,57,43,65,False
G7,4188,11-08-2025,ORD,GSO,2025-08-11T18:10:00Z,2025-08-11T21:17:00Z,2025-08-11T18:15:00Z,2025-08-11T21:29:00Z,50,CRJ-550,Express,80,72,29,80,False
UA,1485,03-08-2025,ORD,SEA,2025-08-03T13:40:00Z,2025-08-03T16:20:00Z,2025-08-03T14:05:00Z,2025-08-03T16:39:00Z,179,B737-900,Mainline,25,64,56,25,False
G7,4389,14-08-2025,ORD,CID,2025-08-14T12:50:00Z,2025-08-14T14:04:00Z,2025-08-14T14:39:00Z,2025-08-14T15:39:00Z,50,CRJ-550,Express,-98,31,29,57.5,True
UA,1830,06-08-2025,ORD,DSM,2025-08-06T13:12:00Z,2025-08-06T14:41:00Z,2025-08-06T13:17:00Z,2025-08-06T14:57:00Z,150,A320-200,Mainline,58,76,46,58,False
OO,5021,14-08-2025,ORD,SUX,2025-08-14T20:50:00Z,2025-08-14T22:40:00Z,2025-08-14T21:07:00Z,2025-08-14T22:56:00Z,50,CRJ-200,Express,127,112,29,127,False
UA,1082,09-08-2025,ORD,PIT,2025-08-09T14:12:00Z,2025-08-09T16:53:00Z,2025-08-09T14:16:00Z,2025-08-09T16:38:00Z,150,A320-200,Mainline,58,49,46,58,False
UA,2005,05-08-2025,ORD,TYS,2025-08-05T19:50:00Z,2025-08-05T22:35:00Z,2025-08-05T19:47:00Z,2025-08-05T22:25:00Z,166,B737-800,Mainline,85,47,51,85,False
UA,938,07-08-2025,ORD,LHR,2025-08-07T21:25:00Z,2025-08-08T11:45:00Z,2025-08-07T22:10:00Z,2025-08-08T11:58:00Z,167,B767-300,Mainline,600,541,145,600,False
G7,4416,15-08-2025,ORD,STL,2025-08-15T18:05:00Z,2025-08-15T19:31:00Z,2025-08-15T19:23:00Z,2025-08-15T20:40:00Z,50,CRJ-550,Express,60,29,29,60,False
YX,3440,06-08-2025,ORD,YYZ,2025-08-06T07:04:00Z,2025-08-06T09:58:00Z,2025-08-06T06:51:00Z,2025-08-06T09:42:00Z,76,ERJ-175,Express,539,550,42,539,False
OO,5526,11-08-2025,ORD,ATW,2025-08-11T18:05:00Z,2025-08-11T19:18:00Z,2025-08-11T18:02:00Z,2025-08-11T19:31:00Z,50,CRJ-200,Express,55,47,29,55,False
OO,5121,11-08-2025,ORD,FOD,2025-08-11T07:45:00Z,2025-08-11T09:20:00Z,2025-08-11T07:32:00Z,2025-08-11T08:49:00Z,50,CRJ-200,Express,85,88,29,85,False
G7,4554,01-08-2025,ORD,GRB,2025-08-01T14:00:00Z,2025-08-01T15:11:00Z,2025-08-01T13:59:00Z,2025-08-01T15:07:00Z,50,CRJ-550,Express,71,77,29,71,False
UA,1082,03-08-2025,ORD,PIT,2025-08-03T14:12:00Z,2025-08-03T16:53:00Z,2025-08-03T14:22:00Z,2025-08-03T17:05:00Z,150,A320-200,Mainline,58,74,46,58,False
OO,5472,10-08-2025,ORD,MDT,2025-08-10T07:15:00Z,2025-08-10T10:14:00Z,2025-08-10T07:13:00Z,2025-08-10T10:14:00Z,50,CRJ-550,Express,72,77,29,72,False
OO,5051,15-08-2025,ORD,LAF,2025-08-15T21:15:00Z,2025-08-15T23:13:00Z,2025-08-15T21:13:00Z,2025-08-15T23:11:00Z,50,CRJ-200,Express,72,39,29,72,False
OO,5810,14-08-2025,ORD,PIA,2025-08-14T20:20:00Z,2025-08-14T21:32:00Z,2025-08-14T20:23:00Z,2025-08-14T21:35:00Z,50,CRJ-200,Express,100,86,29,100,False
OO,5624,01-08-2025,ORD,LEX,2025-08-01T17:50:00Z,2025-08-01T20:21:00Z,2025-08-01T17:57:00Z,2025-08-01T20:34:00Z,76,ERJ-175,Express,65,74,34,65,False
UA,721,15-08-2025,ORD,BOS,2025-08-15T09:15:00Z,2025-08-15T12:50:00Z,2025-08-15T09:14:00Z,2025-08-15T12:41:00Z,179,B737-MAX9,Mainline,80,87,56,80,False
